"Jose_Maria_Merino_1" "Jose_Maria_Merino_2" "Jose_Maria_Merino_3" "Jose_Maria_Merino_4" "Jose_Maria_Merino_5" "Jose_Maria_Merino_6" "Jose_Maria_Merino_7" "Juan_Pedro_Aparicio_1" "Juan_Pedro_Aparicio_2" "Juan_Pedro_Aparicio_3" "Juan_Pedro_Aparicio_4" "Juan_Pedro_Aparicio_5" "Juan_Pedro_Aparicio_6" "Juan_Pedro_Aparicio_7" "Luis_Mateo_Diez_1" "Luis_Mateo_Diez_2" "Luis_Mateo_Diez_3" "Luis_Mateo_Diez_4" "Luis_Mateo_Diez_5" "Luis_Mateo_Diez_6" "Luis_Mateo_Diez_7"
"suyos" 0 0 0 0 0 0 0 0.102354145342886 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"talabartero" 0 0 0 0 0 0 0 0 0 0 0 0 0.190294957183635 0 0 0 0 0 0 0 0
"tarea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0.0583771161704612
"teatrales" 0.191938579654511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"técnica" 0 0 0 0 0.10515247108307 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"tejido" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"teléfono" 0 0 0 0 0 0 0 0 0.119760479041916 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"tenemos" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"tentación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"teórico" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0 0 0
"término" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0.134952766531714 0 0
"ternura" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"terreno" 0 0.0886524822695035 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"terror" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0.0925925925925926 0 0 0 0 0 0 0
"terrores" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"tiempos" 0 0.0886524822695035 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tiende" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0
"tierras" 0 0 0 0 0.210304942166141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"timorato" 0 0 0 0 0 0 0 0 0 0 0.186046511627907 0 0 0 0 0 0 0 0 0 0
"tirant" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tomando" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0.0719424460431655 0 0 0
"tomó" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"tópico" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"torres" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"total" 0 0 0.0812347684809098 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"trabajo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0.0583771161704612
"tracción" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"traducidas" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"traducido" 0.0959692898272553 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"traducidos" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"traduciéndose" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tradujo" 0 0.0886524822695035 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"trae" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"tragedia" 0 0 0 0 0 0 0 0 0.239520958083832 0 0 0 0 0 0 0 0 0 0 0 0
"tramas" 0.191938579654511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"trance" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"transcurren" 0.0959692898272553 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"transmisión" 0 0 0 0.100502512562814 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"trazados" 0 0 0 0 0 0 0.1001001001001 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"treinta" 0 0 0 0.100502512562814 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"trueques" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161290322580645 0 0 0 0
"tu" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"tú" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0.0719424460431655 0 0 0
"túnel" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"tuvieron" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"tuvo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0.129198966408269 0
"únicamente" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"universal" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0.0925925925925926 0 0 0 0 0 0 0
"universidad" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"universitario" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"universitarios" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0.129198966408269 0
"universos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116754232340922
"urbanos" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"urgencia" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"urgente" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"usted" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"usual" 0.191938579654511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vale" 0 0 0 0 0 0 0 0 0 0.08424599831508 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"valiente" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"valores" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"vanguardia" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0.0925925925925926 0 0 0 0 0 0 0
"variaciones" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"variados" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"vaya" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"vencida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0.129198966408269 0
"vendedor" 0 0 0 0 0 0 0 0 0.239520958083832 0 0 0 0 0 0 0 0 0 0 0 0
"ventanal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"verano" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"veras" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"verbal" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"verdadera" 0 0 0 0 0 0 0.1001001001001 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"verdaderamente" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"verdaderas" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0.031328320802005 0 0 0 0 0
"verdadero" 0.0959692898272553 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"verlo" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0.0719424460431655 0 0 0
"verme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"versión" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"vías" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vicisitudes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0.0583771161704612
"víctimas" 0 0 0 0 0.10515247108307 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"viejas" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"viejos" 0.0959692898272553 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"vienen" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0.134952766531714 0 0
"vigor" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"vino" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"visita" 0 0 0 0 0 0 0 0.102354145342886 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"visitante" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"vital" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"vivía" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"vivimos" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0.0719424460431655 0 0 0
"vivirla" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161290322580645 0 0 0 0
"volvió" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"vuelve" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0.0951474785918173 0 0 0 0 0 0 0 0
"xvi" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"xx" 0 0 0.0812347684809098 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"zaga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"abajo" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"abalanzó" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abandonadas" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abandonar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"abandono" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"abandonó" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abanico" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abarcan" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abarcar" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abastecían" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"abierta" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"abiertas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0
"abismal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"abismo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aborrece" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"aborrecible" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aborrecimiento" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"abra" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrasaba" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrasada" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrazados" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrazo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrevaderos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"abría" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrigo" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"abrir" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrirla" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abrumado" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"abruptas" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"absolutamente" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"absolví" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"absorbidos" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abstracto" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"abstraído" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"absurda" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"absurdo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"abúlico" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"abultada" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"abultado" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"abultados" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aburridas" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"abusar" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"acaban" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acabar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"acabaría" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acabo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"academicista" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"académico" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accedemos" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acceder" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accesorios" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"accidente" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"acción" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"acciones" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acecha" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0
"acelerar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aceptaba" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"aceptación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"aceptadas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aceptar" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acer" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"acera" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acercaba" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acercamiento" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acercarme" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acero" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acerqué" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aceves" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"aciagas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"acierta" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0
"acierto" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"acogida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"acomodando" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"acompañado" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acompañar" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"acompañara" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acompasada" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acontecimiento" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acostumbrado" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acostumbrados" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"acotarlo" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acrecentado" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acrecentarla" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"acrecienta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"actitudes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"actividad" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"activo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"acto" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"actos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"actuación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"actuales" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acuciante" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"acudir" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acumula" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"acumulación" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"acuñado" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acusación" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"acusado" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"adaptación" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"adaptado" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adaptados" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"adecuada" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"adelaida" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adelante" 0 0 0 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"adelswärd" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adentrarse" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adjetivos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"administra" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"administración" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"administradores" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0
"administrándose" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"administrativa" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"administro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"admira" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"admiración" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"admiraciones" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"adobar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"adolfo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"adonde" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"adore" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0
"adquieren" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"adquiriendo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"adscribir" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adueña" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"adulterios" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"adversas" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aéreo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aéreos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"afeándole" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"afecta" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afectado" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afectados" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afectan" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"aferra" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0
"afianzó" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0
"afiebrada" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"afinan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"afinar" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afirma" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0
"afirmaba" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"afirmación" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afirmaciones" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"afirmar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"afirmarse" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
