"Jose_Maria_Merino_1" "Jose_Maria_Merino_2" "Jose_Maria_Merino_3" "Jose_Maria_Merino_4" "Jose_Maria_Merino_5" "Jose_Maria_Merino_6" "Jose_Maria_Merino_7" "Juan_Pedro_Aparicio_1" "Juan_Pedro_Aparicio_2" "Juan_Pedro_Aparicio_3" "Juan_Pedro_Aparicio_4" "Juan_Pedro_Aparicio_5" "Juan_Pedro_Aparicio_6" "Juan_Pedro_Aparicio_7" "Luis_Mateo_Diez_1" "Luis_Mateo_Diez_2" "Luis_Mateo_Diez_3" "Luis_Mateo_Diez_4" "Luis_Mateo_Diez_5" "Luis_Mateo_Diez_6" "Luis_Mateo_Diez_7"
"fuerza" 0.0959692898272553 0 0 0 0 0 0 0.102354145342886 0.119760479041916 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"fui" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12531328320802 0 0 0 0 0
"general" 0.0959692898272553 0 0 0.100502512562814 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0.0583771161704612
"gótica" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0.0806451612903226 0 0 0 0
"grado" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0.0719424460431655 0 0 0.116754232340922
"granja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37037037037037 0 0 0 0 0 0 0
"guía" 0 0 0 0 0 0.184672206832872 0 0 0 0 0 0 0.0951474785918173 0 0 0 0.0806451612903226 0 0 0 0
"hacen" 0 0 0 0 0 0 0 0.307062436028659 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0
"hermano" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0.258397932816537 0
"hielo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12531328320802 0 0 0 0 0
"hombres" 0 0 0 0.201005025125628 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0.0583771161704612
"huida" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0.0925925925925926 0 0.06265664160401 0 0 0 0 0
"humano" 0 0 0 0.100502512562814 0 0.0923361034164358 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0.0583771161704612
"imágenes" 0.0959692898272553 0 0 0.100502512562814 0 0 0.1001001001001 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0
"imaginaria" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0.116754232340922
"importantes" 0.0959692898272553 0 0.0812347684809098 0 0.10515247108307 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"indecisión" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0.143884892086331 0 0 0
"información" 0 0 0 0 0 0 0 0 0 0 0 0.198609731876862 0 0 0 0.031328320802005 0 0 0 0 0.0583771161704612
"inquietud" 0 0 0 0 0.10515247108307 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"invisible" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0.241935483870968 0 0 0 0
"invisibles" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.32258064516129 0 0 0 0
"irremediables" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.196463654223969 0.031328320802005 0 0 0 0 0
"josé" 0 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0.0806451612903226 0 0 0 0
"justo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.093984962406015 0 0 0 0 0
"koenig" 0 0 0 0 0 0 0 0 0 0 0 0 0.380589914367269 0 0 0 0 0 0 0 0
"latido" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0.175131348511384
"leal" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37037037037037 0 0 0 0 0 0 0
"línea" 0 0.0886524822695035 0 0 0 0 0 0 0 0.08424599831508 0.0930232558139535 0 0 0 0 0 0 0.0719424460431655 0 0 0
"llamada" 0 0.265957446808511 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"llamar" 0.0959692898272553 0.0886524822695035 0 0 0 0.0923361034164358 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"lleno" 0.0959692898272553 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0 0 0
"madrid" 0 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0.129198966408269 0
"marcha" 0 0 0.0812347684809098 0 0 0 0 0 0 0.08424599831508 0 0 0.0951474785918173 0 0 0.031328320802005 0 0 0 0 0
"matando" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.277777777777778 0 0 0 0 0.134952766531714 0 0
"mercado" 0 0 0.16246953696182 0 0 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0.129198966408269 0
"minneapolis" 0 0 0 0 0 0 0 0 0.479041916167665 0 0 0 0 0 0 0 0 0 0 0 0
"momentos" 0 0 0.0812347684809098 0 0 0 0.1001001001001 0 0 0 0 0 0 0.185185185185185 0 0 0 0 0 0 0
"motivo" 0.0959692898272553 0 0.0812347684809098 0 0 0 0.1001001001001 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"nacional" 0 0 0.16246953696182 0 0.210304942166141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"narración" 0 0 0 0 0 0.0923361034164358 0 0.102354145342886 0 0 0 0.099304865938431 0 0.0925925925925926 0 0 0 0 0 0 0
"naturalmente" 0 0 0 0 0 0 0.1001001001001 0 0 0.16849199663016 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"novelesca" 0 0 0 0.402010050251256 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nuestras" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0.198609731876862 0 0 0 0.031328320802005 0 0 0 0 0
"nueva" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0.0806451612903226 0 0 0.258397932816537 0
"nuevo" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0.0806451612903226 0 0 0 0
"obsesiones" 0 0 0 0.201005025125628 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0.134952766531714 0 0
"obviamente" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0.0654878847413229 0 0 0.143884892086331 0 0 0
"ocasión" 0 0 0 0 0 0 0.2002002002002 0.102354145342886 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"oído" 0 0 0 0 0 0 0 0 0 0 0.186046511627907 0 0 0 0 0.031328320802005 0 0 0 0 0.0583771161704612
"papel" 0 0 0 0.201005025125628 0 0 0.1001001001001 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"parecer" 0 0 0 0 0.10515247108307 0.0923361034164358 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"partes" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0.0925925925925926 0 0 0.161290322580645 0 0 0 0
"partir" 0 0.177304964539007 0 0.100502512562814 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0 0
"pasa" 0 0 0 0.100502512562814 0 0.0923361034164358 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0.0719424460431655 0 0 0
"paso" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0.0806451612903226 0.0719424460431655 0 0 0
"pasos" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12531328320802 0 0 0 0 0
"peculiar" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175131348511384
"perdió" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0.134952766531714 0 0
"pertenece" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0.175131348511384
"pesar" 0 0 0 0 0.210304942166141 0 0.1001001001001 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"placer" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0.130975769482646 0 0 0 0 0 0.0583771161704612
"podrá" 0 0.0886524822695035 0.0812347684809098 0 0 0 0 0 0 0.08424599831508 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"podría" 0 0 0 0.201005025125628 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"poner" 0 0 0 0 0 0.0923361034164358 0 0 0 0.16849199663016 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"pregunta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0.175131348511384
"premio" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0
"proceso" 0.0959692898272553 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"profesor" 0 0 0 0 0.315457413249211 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"protagonista" 0 0 0 0 0 0 0 0 0 0.16849199663016 0 0.099304865938431 0 0.0925925925925926 0 0 0 0 0 0 0
"provinciales" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0.387596899224806 0
"publicó" 0.0959692898272553 0 0.0812347684809098 0 0 0.0923361034164358 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"pueblos" 0 0 0 0.100502512562814 0.10515247108307 0 0 0 0 0 0 0 0.0951474785918173 0 0 0 0.0806451612903226 0 0 0 0
"puesto" 0 0 0 0 0 0 0 0.204708290685773 0 0.08424599831508 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"puntos" 0 0.0886524822695035 0 0 0 0.184672206832872 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"recorrido" 0 0.265957446808511 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"recuerda" 0 0 0 0 0 0 0 0 0.119760479041916 0.08424599831508 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"refiere" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0.186046511627907 0 0 0 0 0 0 0.0719424460431655 0 0 0
"resplandor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0.0806451612903226 0 0 0 0.0583771161704612
"revela" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0 0 0 0 0 0.175131348511384
"romper" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0.031328320802005 0 0 0.134952766531714 0 0.0583771161704612
"ruina" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0.0806451612903226 0 0 0 0
"rural" 0.287907869481766 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"saber" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0.143884892086331 0 0 0.0583771161704612
"san" 0 0.177304964539007 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"segunda" 0 0 0 0.100502512562814 0 0 0.1001001001001 0 0 0.08424599831508 0 0 0 0 0 0 0 0 0 0.129198966408269 0
"señal" 0 0.0886524822695035 0 0 0 0 0 0 0 0.16849199663016 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"sentimiento" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0.031328320802005 0 0.0719424460431655 0 0 0.0583771161704612
"seve" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.12531328320802 0 0 0 0 0
"silencio" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0.093984962406015 0 0 0 0 0
"sobra" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0.099304865938431 0 0 0 0.031328320802005 0 0 0 0 0.0583771161704612
"soy" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0.0719424460431655 0 0.129198966408269 0
"supone" 0 0 0 0 0 0 0 0 0 0 0 0 0.190294957183635 0 0 0 0 0 0 0 0.116754232340922
"supongo" 0 0 0 0 0 0 0 0.204708290685773 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0.0583771161704612
"sur" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0.277777777777778 0 0 0 0 0 0 0
"tampoco" 0 0 0.0812347684809098 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0.129198966408269 0
"tanta" 0.0959692898272553 0 0 0 0 0.0923361034164358 0.1001001001001 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"tenido" 0.191938579654511 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0.0654878847413229 0 0 0 0 0 0
"tercera" 0 0 0 0 0 0 0.1001001001001 0 0 0 0.0930232558139535 0 0 0 0.0654878847413229 0 0 0 0 0.129198966408269 0
"términos" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175131348511384
"títulos" 0 0 0.324939073923639 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"torno" 0 0 0 0 0.10515247108307 0.0923361034164358 0 0.102354145342886 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"tradición" 0 0 0 0.100502512562814 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116754232340922
"últimos" 0.0959692898272553 0 0.0812347684809098 0 0 0 0 0 0.119760479041916 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"único" 0 0 0 0 0 0 0.1001001001001 0 0 0.08424599831508 0 0 0 0 0.130975769482646 0 0 0 0 0 0
"únicos" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0.190294957183635 0 0 0 0 0 0.134952766531714 0 0
"vemos" 0 0 0 0 0 0 0 0 0.359281437125749 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"verosimilitud" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0.099304865938431 0 0.0925925925925926 0 0 0 0 0 0 0.0583771161704612
"vi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093984962406015 0 0 0 0.129198966408269 0
"vía" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0.134952766531714 0 0
"visto" 0 0 0 0 0 0 0 0 0 0.08424599831508 0 0.099304865938431 0.0951474785918173 0.0925925925925926 0 0 0 0 0 0 0
"viva" 0 0 0 0 0 0 0 0 0 0 0 0 0.190294957183635 0 0 0.031328320802005 0 0 0 0.129198966408269 0
"vive" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0.269905533063428 0 0
"volver" 0 0 0 0.100502512562814 0 0 0 0.102354145342886 0 0.08424599831508 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"abundante" 0.0959692898272553 0 0 0 0.10515247108307 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"abundantes" 0.191938579654511 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"acababa" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0.0654878847413229 0.031328320802005 0 0 0 0 0
"adulterio" 0.287907869481766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"afán" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0.0654878847413229 0 0 0.0719424460431655 0 0 0
"ahí" 0 0 0 0.100502512562814 0 0 0 0 0 0.08424599831508 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"aire" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0.0806451612903226 0 0 0 0
"aislamiento" 0 0 0.24370430544273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"alfaguara" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.387596899224806 0
"alguno" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0.0925925925925926 0.0654878847413229 0 0 0 0 0 0
"alma" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0.0806451612903226 0 0 0 0.0583771161704612
"alternativa" 0 0 0 0 0.10515247108307 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"amenábar" 0 0 0 0 0 0 0 0 0 0 0 0.297914597815293 0 0 0 0 0 0 0 0 0
"amistad" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.031328320802005 0 0 0 0.129198966408269 0
"amorosa" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0 0.0925925925925926 0 0 0 0.0719424460431655 0 0 0
"angel" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"anís" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0 0.129198966408269 0
"antiguo" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161290322580645 0 0 0 0
"aparente" 0 0 0 0 0 0 0 0 0 0 0.186046511627907 0 0 0 0 0 0 0 0.134952766531714 0 0
"ara" 0 0 0 0 0 0 0 0 0 0 0 0 0.285442435775452 0 0 0 0 0 0 0 0
"artículo" 0 0 0 0 0.10515247108307 0 0 0 0 0 0.186046511627907 0 0 0 0 0 0 0 0 0 0
"astorga" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0.190294957183635 0 0 0 0 0 0 0 0
"ausencia" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0 0 0.06265664160401 0 0 0 0 0
"bajo" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0.0951474785918173 0 0.0654878847413229 0 0 0 0 0 0
"bar" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"base" 0 0 0 0 0.10515247108307 0 0 0 0 0 0 0 0.0951474785918173 0 0.0654878847413229 0 0 0 0 0 0
"borges" 0 0 0 0 0 0 0.1001001001001 0.102354145342886 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"brazo" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"bruce" 0 0 0 0 0 0.277008310249307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"buena" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"cadáver" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0.190294957183635 0 0 0 0 0 0 0 0
"cafetería" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093984962406015 0 0 0 0 0
"calidad" 0 0 0 0 0 0 0 0 0 0 0 0.099304865938431 0 0.0925925925925926 0 0 0.0806451612903226 0 0 0 0
"calle" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0
"calvino" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.241935483870968 0 0 0 0
"cama" 0 0 0 0 0 0 0 0 0.239520958083832 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"caminar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.093984962406015 0 0 0 0 0
"campo" 0 0 0 0 0.210304942166141 0.0923361034164358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cartas" 0 0 0 0 0 0 0 0 0.119760479041916 0 0 0 0.0951474785918173 0 0 0 0 0 0 0.129198966408269 0
"cercana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0.134952766531714 0 0
"cercano" 0 0 0 0 0.10515247108307 0 0 0 0.119760479041916 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"cerilla" 0 0 0 0 0 0 0 0 0.239520958083832 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"cerrada" 0 0 0 0 0 0 0 0.102354145342886 0 0 0.0930232558139535 0 0 0 0 0.031328320802005 0 0 0 0 0
"checo" 0 0.265957446808511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chino" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0.190294957183635 0 0 0 0 0 0 0 0
"ciencias" 0 0 0 0 0 0 0 0 0 0 0 0.198609731876862 0 0 0 0 0 0 0.134952766531714 0 0
"cinco" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0.129198966408269 0
"cinematográficas" 0.191938579654511 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"circunstancias" 0 0 0 0 0.10515247108307 0 0 0 0 0.08424599831508 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"civil" 0.0959692898272553 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"codicia" 0 0 0 0 0 0 0 0 0.359281437125749 0 0 0 0 0 0 0 0 0 0 0 0
"coen" 0 0 0 0 0 0 0 0 0.359281437125749 0 0 0 0 0 0 0 0 0 0 0 0
"compañeros" 0 0 0 0 0 0 0 0.102354145342886 0 0 0.0930232558139535 0 0 0 0 0 0 0.0719424460431655 0 0 0
"complicidad" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0654878847413229 0.06265664160401 0 0 0 0 0
"compromiso" 0 0 0 0.301507537688442 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"comunidad" 0 0 0 0 0.10515247108307 0 0 0 0 0.16849199663016 0 0 0 0 0 0 0 0 0 0 0
"conflicto" 0 0 0 0 0 0 0.3003003003003 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"confluencia" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.116754232340922
"conformación" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"conforman" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.241935483870968 0 0 0 0
"congreso" 0 0 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0.134952766531714 0 0
"conquista" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161290322580645 0 0.134952766531714 0 0
"conquistas" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175131348511384
"consecuencia" 0 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0 0 0 0
"conseguir" 0 0 0 0.100502512562814 0 0.0923361034164358 0 0.102354145342886 0 0 0 0 0 0 0 0 0 0 0 0 0
"consideración" 0 0 0 0.100502512562814 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
"constitutivo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.175131348511384
"construcción" 0 0.0886524822695035 0 0 0.210304942166141 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"construye" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0.0806451612903226 0.0719424460431655 0 0 0
"contenido" 0 0 0 0 0 0.184672206832872 0 0 0 0 0 0.099304865938431 0 0 0 0 0 0 0 0 0
"contexto" 0.0959692898272553 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"contrario" 0 0 0 0 0 0 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0.134952766531714 0 0
"coronel" 0 0 0 0 0 0 0 0 0 0 0 0 0.285442435775452 0 0 0 0 0 0 0 0
"corresponde" 0 0 0.16246953696182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0583771161704612
"corta" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0.0654878847413229 0 0 0 0 0.129198966408269 0
"costumbres" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"cotidiana" 0 0 0 0.100502512562814 0 0 0 0 0 0 0 0 0 0 0 0 0 0.143884892086331 0 0 0
"crea" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0 0.116754232340922
"cuadro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.404858299595142 0 0
"cuarto" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0 0.130975769482646 0 0 0 0 0 0
"culpa" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0.0930232558139535 0 0 0 0 0.031328320802005 0 0 0 0 0
"cultural" 0 0 0.0812347684809098 0 0.10515247108307 0 0 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"cura" 0 0 0 0 0 0 0 0 0 0 0.27906976744186 0 0 0 0 0 0 0 0 0 0
"curiosidad" 0 0.0886524822695035 0 0 0 0 0 0 0 0 0 0 0 0.0925925925925926 0 0 0 0.0719424460431655 0 0 0
"cuya" 0.0959692898272553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06265664160401 0 0 0 0 0
"cuyo" 0 0 0 0 0 0 0.2002002002002 0 0 0 0 0 0.0951474785918173 0 0 0 0 0 0 0 0
"cuyos" 0 0 0 0.100502512562814 0 0 0 0 0 0 0.0930232558139535 0 0.0951474785918173 0 0 0 0 0 0 0 0
"daba" 0 0 0 0 0 0 0 0.102354145342886 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0.129198966408269 0
"dan" 0 0.0886524822695035 0.0812347684809098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.134952766531714 0 0
"daría" 0 0.0886524822695035 0 0 0 0 0.1001001001001 0 0 0 0.0930232558139535 0 0 0 0 0 0 0 0 0 0
"debería" 0 0 0 0.100502512562814 0 0 0.2002002002002 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"debido" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.130975769482646 0.031328320802005 0 0 0 0 0
"decisivo" 0.0959692898272553 0 0 0 0 0.0923361034164358 0.1001001001001 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"dejar" 0 0 0 0 0 0 0 0 0 0 0 0 0.0951474785918173 0 0 0.06265664160401 0 0 0 0 0
"dejó" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0 0 0.0925925925925926 0 0.031328320802005 0 0 0 0 0
"denominado" 0 0.177304964539007 0 0 0.10515247108307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"descubrimiento" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.031328320802005 0 0 0 0.258397932816537 0
"desparpajo" 0 0 0 0 0 0.0923361034164358 0 0 0 0 0 0.198609731876862 0 0 0 0 0 0 0 0 0
"determinadas" 0 0.177304964539007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0719424460431655 0 0 0
